100,14
100,16
100,15
100,14
100,18
100,8
100,11
100,14
100,17
100,15
100,15
100,15
100,20
100,13
100,20
100,15
100,17
100,14
100,15
100,12
100,17
100,11
100,14
100,13
100,13
100,15
100,7
100,11
100,9
100,12
100,19
100,14
100,14
100,12
100,17
100,17
100,12
100,10
100,22
100,16
100,16
100,16
100,17
100,12
100,19
100,12
100,13
100,15
100,14
100,21
100,10
100,13
100,17
100,8
100,14
100,9
100,15
100,22
100,13
100,17
100,7
100,13
100,17
100,21
100,13
100,19
100,16
100,12
100,16
100,11
100,14
100,11
100,16
100,13
100,9
100,16
100,19
100,11
100,15
100,17
100,16
100,14
100,14
100,12
100,14
100,12
100,19
100,13
100,19
100,16
100,16
100,14
100,11
100,7
100,15
100,13
100,15
100,9
100,16
100,11
100,6
100,13
100,18
100,15
100,12
100,16
100,17
100,13
100,13
100,12
100,9
100,15
100,11
100,9
100,12
100,11
100,19
100,15
100,16
100,19
100,18
100,7
100,14
100,11
100,14
100,11
100,15
100,11
100,20
100,19
100,23
100,10
100,19
100,22
100,13
100,12
100,10
100,13
100,15
100,15
100,17
100,14
100,11
100,13
100,14
100,17
100,16
100,11
100,10
100,20
100,17
100,17
100,15
100,11
100,14
100,10
100,15
100,14
100,15
100,10
100,16
100,11
100,19
100,13
100,15
100,15
100,17
100,19
100,12
100,15
100,11
100,17
100,11
100,18
100,16
100,15
100,12
100,10
100,11
100,14
100,13
100,10
100,22
100,14
100,21
100,15
100,14
100,16
100,17
100,20
100,11
100,19
100,15
100,9
100,20
100,15
100,17
100,7
100,13
100,16
100,14
100,14
100,14
100,17
100,16
100,19
100,20
100,14
100,16
100,23
100,20
100,17
100,9
100,9
100,23
100,15
100,11
100,11
100,15
100,21
100,17
100,16
100,15
100,11
100,22
100,13
100,13
100,20
100,16
100,14
100,15
100,14
100,20
100,16
100,18
100,15
100,21
100,17
100,23
100,21
100,15
100,13
100,18
100,17
100,16
100,14
100,11
100,11
100,14
100,11
100,13
100,18
100,10
100,16
100,19
100,18
