100,20
100,18
100,8
100,16
100,10
100,12
100,11
100,24
100,20
100,17
100,13
100,14
100,10
100,18
100,15
100,16
100,14
100,12
100,10
100,21
100,21
100,19
100,16
100,12
100,19
100,17
100,16
100,15
100,10
100,12
100,12
100,8
100,9
100,21
100,16
100,24
100,17
100,17
100,14
100,20
100,21
100,14
100,14
100,16
100,10
100,16
100,11
100,13
100,10
100,23
100,13
100,14
100,18
100,14
100,15
100,13
100,16
100,14
100,20
100,16
100,12
100,17
100,18
100,13
100,14
100,14
100,12
100,10
100,13
100,16
100,12
100,20
100,14
100,18
100,13
100,14
100,15
100,17
100,12
100,11
100,13
100,16
100,15
100,12
100,14
100,11
100,21
100,13
100,13
100,13
100,17
100,20
100,13
100,15
100,16
100,17
100,11
100,19
100,9
100,11
100,14
100,14
100,15
100,12
100,17
100,11
100,13
100,20
100,18
100,19
100,11
100,13
100,12
100,18
100,15
100,22
100,18
100,14
100,14
100,11
100,14
100,16
100,16
100,10
100,13
100,14
100,14
100,19
100,11
100,17
100,15
100,18
100,13
100,19
100,13
100,9
100,18
100,9
100,13
100,20
100,15
100,14
100,14
100,14
100,18
100,18
100,13
100,12
100,11
100,12
100,12
100,13
100,13
100,18
100,18
100,16
100,11
100,12
100,15
100,10
100,14
100,15
100,23
100,9
100,14
100,8
100,14
100,16
100,10
100,12
100,11
100,16
100,21
100,20
100,15
100,17
100,14
100,18
100,15
100,12
100,10
100,12
100,17
100,13
100,14
100,17
100,15
100,11
100,18
100,15
100,12
100,12
100,14
100,20
100,16
100,10
100,12
100,13
100,11
100,13
100,14
100,12
100,24
100,16
100,20
100,17
100,18
100,17
100,17
100,16
100,17
100,13
100,20
100,18
100,18
100,18
100,12
100,17
100,11
100,14
100,16
100,16
100,18
100,22
100,19
100,11
100,14
100,24
100,11
100,24
100,12
100,12
100,14
100,15
100,15
100,15
100,17
100,18
100,16
100,18
100,15
100,15
100,18
100,14
100,19
100,14
100,17
100,17
100,19
100,11
100,11
100,13
100,16
100,16
100,20
100,18
100,12
100,17
100,16
100,8
100,13
100,12
100,21
100,19
100,15
100,18
100,18
100,15
100,14
100,20
100,13
100,12
100,17
100,12
100,11
100,12
100,18
100,13
100,12
100,20
100,14
100,23
100,14
100,19
100,19
100,17
100,13
100,11
100,26
100,9
100,12
100,13
100,15
100,14
100,15
100,10
100,16
100,12
100,13
100,16
100,20
100,15
100,19
100,19
100,21
100,18
100,19
100,6
100,16
100,17
100,18
100,8
100,17
100,15
100,11
100,10
100,21
100,24
100,22
100,16
100,15
100,18
100,15
100,17
100,12
100,13
100,15
100,14
100,15
100,15
100,12
100,14
100,15
100,19
100,12
100,16
100,19
100,19
100,16
100,19
100,15
100,18
100,11
100,14
100,15
100,18
100,16
100,16
100,14
100,15
100,16
100,16
100,18
100,14
100,16
100,14
100,20
100,14
100,13
100,18
100,8
100,11
100,9
100,10
100,13
100,14
100,26
100,16
100,13
100,14
100,14
100,21
100,18
100,10
100,17
100,17
100,15
100,14
100,21
100,22
100,9
100,18
100,12
100,12
100,19
100,21
100,20
100,20
100,12
100,19
100,12
100,14
100,11
100,9
100,10
100,15
100,16
100,21
100,17
100,16
100,13
100,20
100,17
100,16
100,18
100,18
100,17
100,12
100,16
100,15
100,18
100,11
100,16
100,14
100,15
100,16
100,7
100,22
100,16
100,14
100,13
100,10
100,14
100,20
100,13
100,15
100,14
100,19
100,15
100,15
100,15
100,23
100,19
100,16
100,24
100,11
100,18
100,12
100,18
100,17
100,15
100,10
100,18
100,14
100,19
100,11
100,17
100,18
100,12
100,8
100,13
100,12
100,24
100,17
100,16
100,12
100,9
100,15
100,14
100,17
100,11
100,11
100,20
100,12
100,10
100,19
100,16
100,9
100,18
100,13
100,19
100,13
100,20
100,13
100,8
100,11
100,11
100,21
100,14
100,12
100,14
100,11
100,20
100,15
100,13
100,10
100,18
100,13
100,12
100,16
100,12
100,17
100,10
100,15
100,15
100,11
100,13
100,15
100,12
100,17
100,14
100,15
100,23
100,14
100,13
100,17
100,12
100,20
100,20
100,11
100,20
100,13
100,16
100,13
100,14
100,15
100,13
100,21
100,18
100,8
100,18
100,15
100,17
100,17
100,16
100,16
100,17
100,20
100,10
100,19
100,22
100,21
100,11
100,16
100,18
100,18
100,10
100,11
100,11
100,21
100,13
100,14
100,14
100,15
100,17
100,18
100,21
100,15
100,18
100,17
100,16
100,13
100,17
100,16
100,20
100,19
100,23
100,16
100,12
100,17
100,9
100,18
100,11
100,14
100,22
100,14
100,19
100,16
100,13
100,14
100,14
100,20
100,15
100,17
100,14
100,22
100,15
100,17
100,12
100,14
100,16
100,19
100,17
100,14
100,11
100,18
100,9
100,12
100,20
100,12
100,10
100,17
100,20
100,8
100,16
100,17
100,17
100,16
100,18
100,8
100,11
100,12
100,18
100,19
100,20
100,23
100,18
100,20
100,17
100,21
100,21
100,14
100,14
100,18
100,17
100,10
100,12
100,11
100,11
100,14
100,13
100,15
100,19
100,11
100,18
100,14
100,13
100,21
100,12
100,12
100,17
100,13
100,18
100,15
100,19
100,10
100,15
100,16
100,15
100,12
100,18
100,17
100,13
100,24
100,20
100,7
100,16
100,12
100,21
100,12
100,15
100,12
100,23
100,18
100,17
100,14
100,13
100,18
100,21
100,18
100,18
100,25
100,19
100,14
100,11
100,12
100,17
100,14
100,14
100,15
100,19
100,16
100,15
100,14
100,20
100,13
100,19
100,13
100,12
100,19
100,16
100,10
100,21
100,15
100,19
100,11
100,15
100,14
100,12
100,11
100,12
100,13
100,16
100,15
100,19
100,12
100,14
100,16
100,16
100,12
100,16
100,15
100,14
100,20
100,14
100,23
100,10
100,15
100,18
100,16
100,20
100,13
100,15
100,9
100,15
100,13
100,17
100,22
100,15
100,17
100,16
100,14
100,10
100,12
100,17
100,20
100,15
100,14
100,19
100,17
100,13
100,18
100,7
100,14
100,19
100,18
100,12
100,14
100,14
100,18
100,15
100,10
100,18
100,19
